,principal component 1,principal component 2,principal component 3,principal component 4,principal component 5,Label
0,-1.1994621982106062,0.23956147684383405,2.4438162782608455,-0.44686444765602573,-1.0486688657209486,1
1,3.79818162473138,-1.731838667124295,-1.3697305349838638,0.9345148046939997,-1.133140772063928,1
2,0.37127825802587944,0.11689954067187895,-1.2317172611104135,-1.6862747042868844,1.9783505289661194,1
3,0.6041610848732851,-0.36109279623111357,-0.18046605800798937,0.04309537560114375,0.10443307572976394,1
4,2.170272250061828,-0.2845804400388165,0.7419833090542017,-1.806370531063846,-1.1151940556997542,1
5,2.0690245959651636,-2.286787751061921,-1.3630681213361149,-0.0006972921888606917,0.19452339013080033,1
6,0.9815723219031031,-1.1120748982628543,-1.6302300176761286,-0.3342334803622482,2.2831944264627713,1
7,-0.2731299573813267,0.0639192420155708,0.10937863595363471,0.2793079856906499,-0.35691045106890773,1
8,2.4202227160350303,-1.4542359070341635,-1.3739216780198409,1.2628653266892969,-1.4479532179018284,1
9,-1.4858600901306456,2.4822217915648075,1.2838478740849437,-0.01757078665900131,-1.5726519770966647,1
10,2.2538834835912818,-1.904947389937771,0.4226210544976438,-0.022309573977799157,0.758273544085204,1
11,-1.590040903310728,0.25009465951092213,0.2526102032142972,1.705131480582438,0.31579768412384934,1
12,-0.5970822759796863,-1.4454053091416004,-0.7134656851425524,-0.20498719081063044,-1.1956740278221027,1
13,5.133617451377312,-0.7725083124812127,0.31299542934420027,-1.3214763590889238,0.8342707393564546,1
14,-0.8312797722019732,-0.39085352911741594,-2.107664043084578,-1.2321370250234327,1.796765215552611,1
15,0.048539478389507,1.0538292268649239,0.8031752378781503,0.08156598553699383,-1.5745781652025894,1
16,1.0663758979707272,-1.896220101878821,-1.127629893721681,-0.5988322485182818,1.4175890180849855,1
17,1.3151450018971822,-2.329295588564376,-0.9629500756827193,-0.4424905577794874,-1.6905856542672721,1
18,1.0594755317262257,0.13731649156349593,-2.4339189190334443,-0.1172832929396772,-0.7793669780639005,1
19,-3.9133603451560863,0.10757696862803622,-0.9610905007750209,2.4392530427258237,-0.06592166629515625,1
20,-5.671763676901264,-0.5535477451444523,-1.332426789920805,2.009826211662257,0.317273600645683,1
21,-0.9764971238337168,-0.17664983733599263,0.10017294722757132,-1.0314465745274728,-0.3703707861977355,1
22,4.241102390307734,0.5658706553936976,0.8360843652345683,-1.0870177649442407,0.8880205733969072,1
23,0.05868183869941952,-1.4700828187146906,-0.8406748694524062,-0.5299974391597378,0.06196439677280986,1
24,4.04240448563741,-1.6260461360585383,-1.1662301267236117,-0.151464222611906,-0.4630702577779035,1
25,-1.5689980351597956,1.3158539606078772,0.977387147914828,-1.4513109664429775,1.8141313269034332,1
26,6.246976152984662,1.316184014824228,-1.0650407120455674,4.4421973320607515,-1.856336240373879,1
27,11.599362955944978,3.127200727576038,-1.4903410787189417,5.8554656458801295,-1.253985579089342,1
28,10.67470731393353,3.722127842010657,-2.6209876946489983,4.690261689321843,-2.099445475924589,1
29,6.314458373088749,4.7451500117200345,-3.4100672790096493,0.5123318051499285,0.8204580250286045,1
30,3.190183184185628,5.701753678505452,-5.622199660063201,-0.8766040459597689,1.5690501417885492,1
31,1.5076913908395186,5.560674833843184,-5.245388650298383,-1.0389554445294193,2.1796194545452345,1
32,-0.21682872789535165,2.9749186952750426,-2.8842465851510743,0.6182021389159278,-0.7407316767553606,1
33,-1.899695958167601,-0.28738810333228487,1.054561839985833,1.6861693552531918,-3.1852403691958924,1
34,-0.2649735872026715,0.870998439629484,-3.0636985200868425,1.6288820805223487,0.4382906167689132,1
35,0.8029271661039142,0.26741976786923727,-1.8699812508013243,-0.7207260553007082,3.479883682114483,1
36,-0.9593169744235748,0.5494697312189255,0.27293832078093744,-0.910148757802365,-0.03767322083549641,1
37,1.2454370032275637,-0.756554370166826,-2.2421485467476656,-0.40365626661676973,0.5910303043531852,1
38,2.484840382768517,-2.1520031536348556,0.6050654095325457,-0.9138116223693671,-0.9757834950232046,1
39,1.263274802398764,-0.24351639669649763,-1.675020956831853,-1.007741873462243,2.4045913755317954,1
40,0.22162048695195818,2.86844116119098,0.6403945843594079,1.4762115147693748,-0.7704968408114709,1
